"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","4981","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","4","4","1","1.341177","0","7"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","2.892808","0","9"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","1.376788","0","3"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","9","1","3.479736","0","9"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","3","1","0.000000","0","3"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","3","1","1.462752","0","3"
"/Game/UI/Circle.Circle","0","22","24","1","6.556293","0","24"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","35","5","1","25.431938","0","100"
"/Game/Models/Table/Material.Material","0","14","2","1","9.503568","0","101"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","26","3","1","0.000000","0","74"
"/Game/Inventory/Items/Models/Consumables/BigBottle_resized/Material_002.Material_002","0","14","2","1","0.000000","0","101"
"/Game/Inventory/Items/Models/Consumables/BigBottle_resized/Material_001.Material_001","0","14","2","1","0.000000","0","101"
"/Game/Inventory/Items/Models/Consumables/RedCan_resized/Material_006.Material_006","0","14","2","1","0.000000","0","101"
"/Game/Inventory/Items/Models/Consumables/RedCan_resized/Material_003.Material_003","0","14","2","1","0.000000","0","101"
"/Game/Inventory/Items/Models/Consumables/RedCan/Material_006.Material_006","0","14","2","1","0.000000","0","101"
"/Game/Inventory/Items/Models/Consumables/RedCan/Material_003.Material_003","0","14","2","1","0.000000","0","101"
"/Game/Inventory/Items/Models/Consumables/GreenCan_resized/Material_006.Material_006","0","14","2","1","0.000000","0","101"
"/Game/Inventory/Items/Models/Consumables/GreenCan_resized/Material_003.Material_003","0","14","2","1","0.000000","0","101"
"/Game/Inventory/Items/Models/Consumables/GreenCan/Material_006.Material_006","0","14","2","1","0.000000","0","101"
